ID_Venta;ID_Tiempo;ID_Producto;ID_Cliente;ID_Tienda;Cantidad;Precio_Unitario;Descuento;Total_Venta
19013;854;1;903;3;2;27763;0;55526
11504;767;2;3853;3;4;13880;0;55520
33540;910;40;1003;5;1;55487;0;55487
10629;466;49;4309;3;5;11094;0;55470
2980;2113;57;4866;4;3;18485;0;55455
13227;933;79;261;5;2;27713;0;55426
39188;2014;33;1992;3;3;24634;18476;55426
6958;1448;115;153;1;2;29165;2916;55414
19009;307;115;1459;3;2;27703;0;55406
19622;1102;67;79;3;5;15825;23738;55387
38880;2019;35;2452;1;8;9231;18462;55386
34567;642;6;2103;3;2;27690;0;55380
24071;2107;19;4901;2;2;29145;2914;55376
33635;767;20;3502;4;2;30762;6152;55372
8671;2059;116;1438;4;5;13028;9771;55369
10950;2183;113;4493;1;1;55361;0;55361
2108;1963;16;4504;3;2;27680;0;55360
31304;1717;76;3937;3;3;18445;0;55335
2985;1140;20;3891;2;2;34566;13826;55306
36151;1721;32;4363;3;2;27651;0;55302
5310;1934;88;4493;3;1;55291;0;55291
22334;1655;79;1452;1;3;26320;23688;55272
21655;1627;14;247;1;8;8636;13818;55270
23846;680;108;1362;4;4;19735;23682;55258
26892;1970;3;1557;5;1;69071;13814;55257
22642;1153;51;2002;2;2;27628;0;55256
22683;1779;70;1597;3;5;11048;0;55240
39777;349;19;667;3;2;29071;2907;55235
20360;570;40;1627;3;1;55228;0;55228
18457;507;94;259;3;2;27614;0;55228
16010;858;72;48;5;2;27612;0;55224
21229;247;19;3664;3;;27609;0;55218
22063;502;88;4580;3;1;55217;0;55217
10128;1835;67;947;2;4;13803;0;55212
5386;1073;40;2753;5;1;55211;0;55211
840;1342;19;4777;2;2;27605;0;55210
15370;909;56;2404;5;4;15336;6134;55210
24016;488;68;4771;3;3;18403;0;55209
11009;1445;68;1918;5;3;18399;0;55197
8342;1159;1;2900;2;2;27593;0;55186
23553;839;115;776;3;2;27589;0;55178
8987;849;116;1993;3;4;13792;0;55168
1643;1093;1;619;4;2;27578;0;55156
21990;1497;19;2941;3;2;27573;0;55146
24686;716;119;3473;4;6;9191;0;55146
16405;1899;58;859;1;6;9190;0;55140
20537;155;90;4817;3;2;30631;6126;55136
13590;534;40;644;3;1;61256;6126;55130
13688;2145;16;386;1;2;27564;0;55128
25940;391;1;2332;3;2;27557;0;55114
14390;692;5;2509;3;4;17223;13778;55114
4160;1186;88;1238;2;1;55109;0;55109
31110;1807;50;2601;3;2;27551;0;55102
13943;208;113;382;3;1;55084;0;55084
15700;1065;40;1273;5;1;55083;0;55083
22027;1091;102;2110;4;3;18360;0;55080
5060;780;56;446;4;4;15300;6120;55080
5014;1350;88;924;3;1;55078;0;55078
38002;1416;72;4872;2;2;27532;0;55064
20425;2011;88;1641;5;1;55054;0;55054
28452;362;107;91;3;1;73404;18351;55053
20509;462;113;3821;3;1;55050;0;55050
23208;1956;85;3551;4;3;24462;18346;55040
32712;279;85;2875;3;3;24460;18345;55035
21510;824;115;405;4;2;27516;0;55032
38155;16;19;1335;3;2;27511;0;55022
14366;1047;106;3777;4;1;55019;0;55019
26704;508;33;2634;3;3;22924;13754;55018
1733;1107;15;637;4;1;55017;0;55017
32023;48;115;3937;3;3;26196;23576;55012
27636;1569;15;2456;1;1;55009;0;55009
9961;1238;40;2528;4;1;54994;0;54994
33060;1059;89;4428;3;1;68725;13745;54980
38423;787;112;2635;3;6;13090;23562;54978
11706;1351;50;746;5;2;27486;0;54972
7519;1694;88;2003;5;1;54966;0;54966
39136;459;15;4854;3;1;57852;2893;54959
3800;1191;72;1007;2;2;27476;0;54952
37851;1816;40;4112;4;1;61057;6106;54951
30165;1204;80;2074;2;4;13736;0;54944
10004;1284;66;1510;1;;18313;0;54939
29290;1165;116;623;4;4;13734;0;54936
11638;1322;108;1999;4;3;18311;0;54933
16876;1317;44;2807;5;4;13731;0;54924
32975;1074;40;2664;5;1;54908;0;54908
2663;484;30;1045;3;4;N/A;0;54900
38766;1455;40;2672;5;-1;54898;0;54898
25223;700;66;562;4;3;20332;6100;54896
15789;768;68;2809;4;3;18298;0;54894
30770;1063;7;4849;5;3;21526;9687;54891
27866;50;113;1284;3;1;54883;0;54883
6255;906;88;834;5;1;54882;0;54882
14356;972;44;2738;3;4;13715;0;54860
2943;674;29;1517;4;8;6857;0;54856
9158;1278;119;1663;2;;9623;2887;54851
8785;1187;40;2959;5;1;N/A;0;54844
2971;860;39;376;5;1;73105;18276;54829
33312;174;108;215;3;3;18275;0;54825
9;1269;16;1731;2;2;27401;0;54802
10567;1843;49;;3;6;9133;0;54798
474;1927;106;865;2;1;54794;0;54794
38731;353;64;46;3;10;5479;0;54790
2844;2068;90;3078;5;2;34234;13694;54774
37171;395;2;1951;3;4;14414;2883;54773
33808;961;115;1949;2;2;30428;6086;54770
8838;1229;19;4657;1;2;27381;0;54762
29856;147;74;3656;3;3;18251;0;54753
16406;1939;51;4323;2;2;27367;0;54734
26193;1937;89;942;3;1;72977;18244;54733
2200;859;67;2030;5;4;13683;0;54732
8921;1107;117;4542;2;6;9121;0;54726
14509;2025;40;2430;5;1;54705;0;54705
9717;483;115;2099;3;2;27351;0;54702
26207;1291;16;4691;3;3;22791;13675;54698
12000;723;50;1812;4;2;27346;0;54692
32932;1000;79;3559;4;2;27346;0;54692
18455;1880;59;3777;3;6;9115;0;54690
31318;1597;85;704;3;4;19530;23436;54684
9558;1070;88;543;2;1;54679;0;54679
27051;1271;32;956;5;2;27334;0;54668
36879;1721;40;265;3;1;54666;0;54666
25820;1146;57;985;5;3;18222;0;54666
38538;1157;90;2018;2;2;39040;23424;54656
3609;2012;79;3389;2;2;N/A;0;54652
34961;402;3;443;3;1;64288;9643;54645
8737;885;74;2048;3;4;13661;0;54644
13559;202;115;4693;3;2;27312;0;54624
7363;1132;6;1432;2;2;27312;0;54624
1698;306;68;1295;3;3;18208;0;54624
34335;1002;80;4550;2;4;13655;0;54620
35564;2128;115;4440;4;2;27295;0;54590
894;899;40;1606;3;1;54583;0;54583
34059;1718;1;4556;4;2;27285;0;54570
17100;72;16;2396;3;2;27280;0;54560
30791;402;20;3389;3;2;36368;18184;54552
13400;17;64;1447;3;10;5455;0;54550
26661;2157;6;2742;3;2;N/A;0;54542
10192;685;70;2902;4;5;10908;0;54540
31948;796;40;1576;4;1;54528;0;54528
8421;1200;113;4823;1;1;54526;0;54526
7721;1158;85;2121;3;3;20194;6058;54524
30888;1870;51;2822;4;2;30288;6058;54518
32871;20;44;3713;3;4;16032;9619;54509
25016;1235;7;2074;3;3;20185;6056;54499
38153;229;51;1723;3;2;27246;0;54492
14083;2118;7;4914;5;3;19118;2868;54486
1245;1633;76;3309;5;3;18160;0;54480
17966;1717;2;3125;4;4;13620;0;54480
18433;3;44;936;3;4;13618;0;54472
19757;475;113;63;3;1;54468;0;54468
6595;1605;72;1115;5;2;27230;0;54460
11665;1682;94;2174;2;2;34032;13613;54451
13363;802;15;2965;4;1;54448;0;54448
18442;350;16;2928;3;3;25925;23332;54443
21068;792;40;3186;4;1;54442;0;54442
28904;689;88;3047;3;1;54440;0;54440
17561;1363;7;4954;3;3;21348;9607;54437
15844;825;91;2492;4;1;72571;18143;54428
17862;380;44;4490;3;4;13605;0;54420
12608;1937;115;4692;2;2;27208;0;54416
35415;603;76;4366;3;3;19092;2864;54412
36191;638;5;4073;3;3;18137;0;54411
13862;675;16;2738;4;2;27204;0;54408
12121;786;47;4032;4;4;13602;0;54408
7953;1274;77;2231;3;5;10880;0;54400
33242;450;80;3569;3;4;13598;0;54392
30149;1099;113;2258;3;1;54390;0;54390
12193;2045;33;2376;4;3;19082;2862;54384
20356;1858;47;493;1;4;13594;0;54376
16066;1475;40;4417;1;1;54371;0;54371
37736;1986;79;1863;1;2;30205;6041;54369
5256;1057;32;2108;2;-2;27184;0;54368
14256;1986;32;1203;1;2;27181;0;54362
10777;685;3;2237;4;1;67935;13587;54348
13605;36;19;1144;3;2;27169;0;54338
39479;1402;88;4384;1;1;54331;0;54331
2079;2148;57;1588;1;4;19402;23282;54326
33509;1092;2;3225;5;4;13578;0;54312
13123;144;49;1907;3;6;9052;0;54312
12054;1624;108;4824;1;3;20112;6034;54302
9807;1581;32;2453;4;2;27148;0;54296
10394;1138;72;4669;3;2;27147;0;54294
22143;363;70;1745;3;4;13572;0;54288
28262;154;79;1099;3;2;27143;0;54286
32522;269;16;4552;3;2;27142;0;54284
33243;661;80;609;4;4;13571;0;54284
18328;393;34;4606;3;5;10856;0;54280
4922;1579;69;3402;1;6;9522;2857;54275
38475;2003;107;4544;3;1;77523;23257;54266
15948;1452;94;1068;3;2;33909;13564;54254
15267;406;6;1550;3;2;31909;9573;54245
1165;366;32;4351;3;2;31904;9571;54237
2170;742;51;1776;4;2;27116;0;54232
35587;1656;115;1584;5;;27116;0;54232
11746;375;74;4324;3;3;18075;0;54225
30536;37;8;708;3;2;38724;23234;54214
30794;173;93;2539;3;2;38721;23233;54209
35099;321;51;2999;3;;27104;0;54208
3964;1227;19;4349;5;2;27104;0;54208
17762;1757;62;2754;5;10;7227;18068;54202
28995;1497;19;1752;4;2;27100;0;54200
4038;1710;3;4547;2;1;77426;23228;54198
16958;452;5;3042;3;3;18062;0;54186
5692;357;98;2208;3;2;36120;18060;54180
2453;1167;15;2380;3;1;57028;2851;54177
10446;1528;15;2331;5;1;54172;0;54172
26514;1430;106;85;2;1;54159;0;54159
21418;2177;106;1222;3;1;54158;0;54158
27862;1773;51;4439;5;2;27072;0;54144
17926;1683;16;4507;3;2;27071;0;54142
15696;1091;106;4702;3;1;54136;0;54136
18754;303;62;1856;3;8;6767;0;54136
6018;1142;72;836;5;2;28492;2849;54135
28588;1049;30;3199;3;4;13533;0;54132
27503;1927;15;3469;3;1;54117;0;54117
20925;1999;32;3923;4;2;27058;0;54116
16192;96;68;4096;3;3;18037;0;54111
19421;2006;113;3137;3;1;56941;2847;54094
23000;547;15;3335;3;1;54088;0;54088
34168;1061;106;385;3;1;54084;0;54084
25304;493;5;852;3;3;18026;0;54078
17647;173;111;737;3;1;77238;23171;54067
39768;1500;40;3913;3;1;60071;6007;54064
26680;861;113;1735;4;;54062;0;54062
26154;381;5;410;3;3;18019;0;54057
15100;51;67;1603;3;4;N/A;0;54056
31789;2157;32;4237;1;2;27027;0;54054
5856;1636;56;2686;3;4;14222;2844;54044
19083;483;5;1617;3;4;15890;9534;54026
18338;466;4;3193;3;3;18007;0;54021
17699;1365;32;3729;3;2;31776;9533;54019
37824;1318;68;117;5;4;15888;9533;54019
20219;1689;1;91;4;2;31770;9531;54009
33737;779;4;2279;3;3;17998;0;53994
2648;1068;47;525;4;6;12855;23139;53991
11709;847;92;1343;4;2;38564;23138;53990
1962;929;47;930;2;4;13497;0;53988
29227;1131;15;2078;2;1;53982;0;53982
19310;1256;74;1583;5;3;17990;0;53970
8009;1487;54;496;1;8;6746;0;53968
10033;1896;77;4606;4;5;10792;0;53960
5818;1221;119;1127;2;6;8991;0;53946
29587;683;44;2740;4;4;15860;9516;53924
30296;2146;20;467;5;2;33700;13480;53920
18482;2161;116;178;3;4;13478;0;53912
11131;1668;77;25;2;5;10782;0;53910
25535;1225;80;4334;1;4;13477;0;53908
3571;715;30;3457;4;5;11979;5990;53905
8877;212;48;4691;3;10;5674;2837;53903
5876;584;72;4109;3;2;26950;0;53900
1194;1316;17;4523;5;10;5390;desc;53900
32859;511;15;4258;3;1;53887;0;53887
28540;1058;15;2573;2;1;53887;0;53887
26729;1271;4;638;4;3;17959;0;53877
30482;157;88;2120;3;1;53876;0;53876
25527;491;106;1418;3;1;53873;0;53873
2431;1273;30;2202;5;5;11341;2835;53870
28646;970;65;253;2;3;18897;2835;53856
22672;1680;34;3951;5;5;10769;0;53845
18857;366;77;2393;3;6;8973;0;53838
31271;1144;19;4377;2;2;26915;0;53830
11543;1749;14;3162;5;6;8971;0;53826
2396;778;5;3750;4;4;17937;17937;53811
708;1748;54;508;1;10;5380;0;53800
21849;127;40;4427;3;1;53798;0;53798
36036;1475;88;3687;2;1;53797;0;53797
9612;556;37;997;3;8;7911;9493;53795
3926;49;79;2705;3;2;26891;0;53782
15717;36;5;2080;3;3;21091;9491;53782
15989;1593;90;413;5;2;31634;9490;53778
31714;1666;15;1030;4;1;59745;5974;53771
9454;421;3;3385;3;1;76813;23044;53769
16423;553;88;2233;3;1;53755;0;53755
5945;2102;78;4688;1;5;10750;0;53750
535;1652;16;4258;2;2;26870;0;53740
39052;767;4;4070;4;3;21073;9483;53736
35470;956;40;2471;2;1;53729;0;53729
1676;694;91;2184;4;1;76734;desc;53714
12439;403;78;2962;3;5;11936;5968;53712
2584;1022;70;1740;3;4;13424;0;53696
331;802;40;3974;3;1;53691;0;53691
2766;2084;5;3274;2;3;18839;2826;53691
38297;1132;59;3063;2;8;8388;13421;53683
22648;498;32;3166;3;2;26836;0;53672
15910;556;113;2056;3;1;53659;0;53659
12402;1109;56;2602;5;4;13411;0;53644
5773;582;40;3681;3;1;63085;9463;53622
4383;1205;108;390;1;3;17871;0;53613
26095;1057;35;4172;5;8;9570;22968;53592
9900;86;80;434;3;5;10716;0;53580
31420;192;4;1591;3;3;17859;0;53577
19270;1649;33;441;4;3;19843;5953;53576
583;1063;50;1175;3;2;35714;17857;53571
35512;1406;32;2066;1;2;26785;0;53570
907;1766;94;3554;2;2;31509;9453;53565
16969;1593;108;955;1;3;17855;0;53565
12547;1279;32;2438;5;2;26781;0;53562
28687;1067;40;3283;4;1;63011;9452;53559
3082;1908;102;3681;3;3;17851;0;53553
33764;1497;5;3830;4;3;17848;0;53544
23372;2168;5;4761;5;3;17843;0;53529
1401;381;70;2075;3;4;13382;0;53528
30028;1662;106;1933;4;1;53518;0;53518
14252;1856;2;4871;2;4;13377;0;53508
22116;2123;50;2045;4;2;33441;13376;53506
26871;881;106;1830;5;1;53505;0;53505
35639;767;16;4725;3;2;26752;0;53504
14759;1545;1;2197;1;2;26736;0;53472
32577;457;7;1525;3;3;23763;17822;53467
6752;1167;73;3427;5;2;33413;13365;53461
8666;1170;15;4834;2;1;53454;0;53454
20398;945;40;2745;4;1;53429;0;53429
7510;2019;88;3122;1;1;53419;0;53419
1656;2035;1;3006;4;;26706;0;53412
25532;1280;1;1750;4;2;29670;5934;53406
27380;854;113;1317;4;-1;53391;0;53391
2489;1240;43;4487;1;4;13345;0;53380
19410;769;89;539;4;1;71162;17790;53372
22030;2109;47;869;2;4;13342;0;53368
38421;1911;5;2655;5;3;17788;0;53364
36239;1073;30;4541;2;5;10672;0;53360
22869;1787;94;3235;4;2;31371;9411;53331
25052;1257;30;1758;1;4;13328;0;53312
914;927;15;1280;4;1;62716;9407;53309
15917;595;15;2443;3;1;53305;0;53305
21531;892;32;2953;5;2;26652;0;53304
37712;713;73;1632;4;2;38071;22843;53299
7603;1220;102;1559;1;3;17765;0;53295
34531;1986;107;3565;3;1;N/A;13322;53290
21304;1721;1;422;2;2;26644;0;53288
32441;694;88;2644;4;1;53277;0;53277
9580;497;1;2075;3;2;26638;0;53276
7531;187;47;4756;3;5;11216;2804;53276
30225;1059;5;291;2;3;18689;2803;53264
35425;1970;90;3913;1;2;35499;17750;53248
31463;1952;47;3431;4;5;10649;0;53245
14279;1720;47;2266;4;4;13310;0;53240
21822;1714;5;4923;1;3;17745;0;53235
2031;443;78;442;3;5;10647;0;53235
31499;1049;90;894;2;2;33270;13308;53232
10341;286;112;3541;3;5;10646;0;53230
34856;814;40;3326;4;1;53226;0;53226
18892;1048;40;2478;2;1;53210;0;53210
3850;149;40;4778;3;1;53206;0;53206
11930;538;81;4588;3;6;8867;0;53202
17017;728;75;2921;4;2;33249;13300;53198
3862;1294;15;284;1;1;53194;0;53194
21436;606;61;1985;3;10;5319;0;53190
33961;405;15;3965;3;1;53189;0;53189
10126;1774;13;4388;1;2;33243;13297;53189
6016;1615;88;4043;1;1;53187;0;53187
12683;899;40;4090;3;1;53183;0;53183
797;2024;40;1524;4;1;53183;0;53183
16057;797;98;329;4;2;37986;22792;53180
9984;1971;43;3367;5;4;13292;0;53168
36887;1354;111;3828;5;1;75940;22782;53158
109;514;47;3820;3;5;10631;0;53155
22725;1505;106;744;2;;53146;0;53146
38162;262;111;2051;3;1;75910;22773;53137
37854;1672;90;4034;4;2;31255;9376;53134
17464;147;98;216;3;2;35422;17711;53133
38861;219;32;4441;3;2;26565;0;53130
9506;1048;30;4162;3;4;13282;0;53128
963;554;70;1116;3;5;11182;2796;53114
27098;709;57;3070;4;3;17697;0;53091
10404;437;76;4892;3;3;17696;0;53088
32969;1968;108;1562;4;4;17696;17696;53088
9081;767;1;1777;4;2;26542;0;53084
31746;1839;15;1937;3;1;53078;0;53078
22677;800;16;1371;4;2;26539;0;53078
17725;1588;15;1168;4;1;55870;2794;53076
38588;668;76;4150;4;3;18616;2792;53056
31537;1177;40;3383;4;1;53051;0;53051
31755;25;111;3043;3;1;75767;22730;53037
31808;1940;72;4696;5;2;26514;0;53028
4061;668;1;356;3;2;26512;0;53024
7843;146;44;1509;3;6;12622;22720;53012
21919;1607;5;2357;5;3;17664;0;52992
15922;2014;43;3086;5;4;13248;0;52992
15822;1872;70;1224;1;4;13943;2789;52983
34748;767;2;1963;3;4;13245;0;52980
23302;634;74;3488;4;3;17659;0;52977
34843;1534;66;3846;5;3;17656;0;52968
23824;1647;47;1220;2;6;11035;13242;52968
6843;273;1;3920;3;2;26483;0;52966
6604;1742;40;4970;4;1;62310;9346;52964
17479;1479;68;1097;4;4;17652;17652;52956
2871;1934;57;4967;1;3;17651;0;52953
37155;909;88;516;5;1;55739;2787;52952
24476;1002;15;2658;3;1;52939;0;52939
29634;1297;60;3922;5;5;10587;0;52935
22034;2150;7;2107;2;3;19604;5881;52931
33655;1481;51;1304;1;2;31135;9340;52930
4340;485;116;3707;3;4;13232;0;52928
10195;510;57;350;3;3;17640;0;52920
28800;1050;31;1291;3;5;10584;0;52920
5851;371;57;3176;3;3;17636;0;52908
39154;1276;60;4841;2;5;10581;0;52905
33444;1715;112;2467;4;4;13226;0;52904
17294;1908;107;3434;2;1;66122;13224;52898
1446;402;4;;3;3;18559;2784;52893
9045;1038;54;2528;4;10;5286;0;52860
10937;1958;6;1743;5;2;N/A;17618;52856
589;289;57;1247;3;4;17614;17614;52842
18725;24;59;4575;3;5;10568;0;52840
23838;1467;43;1376;3;3;17612;0;52836
19806;1658;1;3348;1;2;29353;5871;52835
2054;2055;50;2109;2;2;29350;5870;52830
6133;1132;48;3118;4;10;5283;0;52830
14206;1367;93;530;4;2;35219;17610;52828
24405;1732;115;4662;1;2;26412;0;52824
17289;1534;102;4927;5;3;17608;0;52824
18225;394;69;4468;3;5;10564;0;52820
27346;1540;30;2544;1;5;10564;0;52820
39663;1409;82;737;3;6;8803;0;52818
3678;858;43;3267;4;4;16505;13204;52816
7038;1020;51;2467;2;2;29340;5868;52812
39396;663;5;518;4;3;17604;0;52812
26298;181;42;547;3;5;10560;0;52800
10810;1257;113;3953;3;1;52788;0;52788
3752;1970;76;4223;5;3;18520;2778;52782
29954;1747;15;2939;3;1;52774;0;52774
13569;2074;112;2860;3;4;13193;0;52772
15402;348;89;4524;3;1;75377;22613;52764
13379;1347;15;4654;1;1;52761;0;52761
37006;21;32;1962;3;2;27762;2776;52748
38344;554;1;600;3;2;29283;5857;52709
1386;742;80;3872;3;5;12402;desc;52708
17118;660;97;2412;4;3;25098;22588;52706
19880;136;116;2507;3;4;13173;0;52692
27870;2017;107;115;3;1;70250;17562;52688
27793;443;53;4998;3;10;6585;13170;52680
9238;225;80;2935;3;4;13169;0;52676
13809;663;5;4750;4;3;17558;0;52674
30181;213;70;4524;3;4;13168;0;52672
36433;940;88;413;3;1;52671;0;52671
13101;458;32;527;3;2;26331;0;52662
16157;688;77;1284;4;6;8777;0;52662
23108;1705;56;1411;3;4;13165;0;52660
16416;912;52;2983;5;10;5265;0;52650
23883;869;3;2725;3;1;65809;13162;52647
20681;618;66;209;4;3;17548;0;52644
7543;1245;4;2506;2;3;17548;0;52644
13833;1473;106;3976;5;-1;52642;0;52642
35459;767;15;;4;1;52638;0;52638
25346;657;4;1181;3;3;17546;0;52638
31375;163;51;2072;3;2;26318;0;52636
5031;689;69;4781;4;5;10525;0;52625
22661;2146;34;1672;5;5;10524;0;52620
37266;569;56;2436;3;4;14616;5846;52618
31657;36;19;2492;3;2;26305;0;52610
36440;173;58;3580;3;6;8768;0;52608
4399;388;6;769;3;2;30936;9281;52591
22575;633;15;552;4;1;52565;0;52565
4647;1450;76;4416;1;3;17518;0;52554
33;141;40;3744;3;1;55319;2766;52553
139;820;15;1496;4;1;52553;0;52553
21941;243;51;2812;3;2;26274;0;52548
6449;138;102;1709;3;3;17516;0;52548
14077;1250;73;2004;1;2;30909;9273;52545
16940;1079;112;4330;3;5;10509;0;52545
2064;1045;40;2820;2;1;52532;0;52532
36898;1691;74;1993;1;3;17509;0;52527
5577;1385;78;2460;3;4;13131;0;52524
24240;1374;66;194;2;3;17506;0;52518
25486;2030;20;4835;1;2;32823;13129;52517
34482;499;113;2496;3;1;52513;0;52513
27605;1976;108;3158;1;3;17495;0;52485
10862;767;16;3735;3;2;26239;0;52478
21987;1984;1;922;1;2;26235;0;52470
23643;39;91;1305;3;1;74942;22483;52459
36641;1763;32;4368;2;3;24980;22482;52458
2783;2139;19;1166;3;2;26227;0;52454
23420;1176;64;2937;5;10;5245;0;52450
21251;1699;112;3781;5;5;10489;0;52445
24089;711;30;20;4;4;13111;0;52444
1192;1225;15;4809;4;1;52436;0;52436
18947;122;51;1975;3;-2;26218;0;52436
14987;1710;111;1232;5;1;74906;22472;52434
11987;625;45;4855;4;3;21847;13108;52433
27176;1457;107;4246;2;1;74891;22467;52424
2370;1558;57;3542;2;3;17474;0;52422
30753;1049;30;2602;2;6;10278;9250;52418
15692;1460;116;4331;5;4;13102;0;52408
12158;171;113;2086;3;1;52404;0;52404
24955;1062;113;3310;3;1;52394;0;52394
8314;1278;113;4635;5;1;52393;0;52393
6981;433;34;3540;3;6;8730;0;52380
18619;851;43;381;3;3;17459;0;52377
26258;504;85;4061;3;3;19398;5819;52375
16414;1675;76;4051;5;3;17458;0;52374
2188;1645;88;4996;1;1;52366;0;52366
3311;1543;4;4442;3;3;17452;0;52356
35624;7;106;2119;3;1;52348;0;52348
4225;1227;40;2173;1;1;52341;0;52341
8335;1691;49;4920;5;5;11019;2755;52340
25601;285;79;3099;3;2;26169;0;52338
2007;1023;42;2407;2;6;8723;0;52338
19787;968;56;495;2;4;13083;desc;52332
9448;1528;115;2517;2;2;26163;0;52326
39179;510;76;2144;3;3;18360;2754;52326
11844;1433;68;3906;4;3;17440;0;52320
25677;519;32;1819;3;2;26158;0;52316
4334;1370;89;2624;1;1;69753;17438;52315
7176;1054;32;4373;4;2;30771;9231;52311
19535;106;77;2102;3;5;10461;0;52305
6683;1864;118;1167;4;3;20511;9230;52303
39680;2110;5;4038;1;3;19369;5811;52296
17456;1108;34;4474;3;5;10459;0;52295
282;767;16;1063;4;2;26142;0;52284
11139;1474;51;1029;1;2;26139;0;52278
33618;491;19;1360;3;2;27512;2751;52273
17308;1715;59;1288;1;5;10454;0;52270
19132;1356;89;438;5;1;69691;17423;52268
31629;912;40;510;4;1;52266;0;52266
11327;1006;113;2926;3;1;52264;0;52264
3434;1005;16;3763;5;2;26129;0;52258
2518;1055;107;191;3;1;69671;17418;52253
23241;1411;42;145;1;6;8708;0;52248
35262;1487;40;1857;2;1;52245;0;52245
7244;1118;79;3948;2;2;26115;0;52230
27405;1067;74;3536;3;4;16319;13055;52221
12532;1392;19;3705;4;2;26104;0;52208
3435;1507;69;708;4;5;10441;0;52205
35824;1191;108;256;3;3;17396;0;52188
25233;276;106;2402;3;1;52187;0;52187
35076;177;88;4676;3;1;52186;0;52186
16341;3;118;967;3;3;24850;;52185
15759;263;72;4516;3;2;26091;0;52182
13642;1054;15;3989;5;1;52171;0;52171
38364;1579;108;718;2;3;17389;0;52167
19546;437;111;3772;3;1;74518;22355;52163
32045;1939;47;2851;4;4;13040;0;52160
1356;1886;52;4628;1;10;5216;0;52160
20959;722;72;4700;4;2;26073;0;52146
13458;252;113;472;3;1;61340;9201;52139
28558;1066;40;588;3;1;52138;0;52138
22789;1468;119;3152;1;1;7937;397;52136
30094;1425;72;4342;4;2;26060;0;52120
26051;44;47;2481;3;4;13029;0;52116
1570;1027;56;2296;4;4;13028;0;52112
24600;289;15;1418;3;1;52105;0;52105
18675;485;119;2738;3;6;8684;0;52104
10646;163;56;4107;3;5;14880;22320;52080
22721;1237;106;2034;1;1;52075;0;52075
22983;1957;78;1621;3;5;10415;0;52075
37865;83;35;1194;3;6;8678;0;52068
24755;1543;67;2066;2;4;13016;0;52064
38123;150;102;4101;3;3;17354;0;52062
19764;662;113;1288;4;1;52055;0;52055
32581;1659;102;4875;1;4;16267;13014;52054
24334;1381;4;2082;5;3;17351;0;52053
21553;1193;29;4942;2;10;7436;22308;52052
1528;700;113;1802;3;1;52048;0;52048
28996;1424;107;1382;3;1;65056;13011;52045
6261;272;32;578;3;2;26016;0;52032
27221;486;106;2776;3;1;52031;0;52031
14610;1510;88;1939;5;1;52028;0;52028
9319;1381;15;4757;2;1;52028;0;52028
34812;853;51;1193;5;2;26008;0;52016
36423;801;102;2286;3;3;17338;0;52014
8092;1008;30;1508;3;6;10833;13000;51998
25155;1132;15;2461;2;1;51987;0;51987
29034;1393;32;4524;5;2;27361;2736;51986
3055;1400;102;57;5;3;17320;0;51960
21584;1178;42;4666;4;6;8659;0;51954
1460;1405;108;1278;4;3;19241;5772;51951
37555;146;79;1721;3;2;28857;5771;51943
13287;1899;106;1004;3;1;51940;0;51940
30909;226;67;4245;3;4;12984;0;51936
4951;894;28;239;3;6;8655;0;51930
33392;1527;68;2649;2;3;17305;0;51915
19106;652;1;1647;3;2;25955;0;51910
12715;275;113;3877;3;1;51906;0;51906
25791;1867;90;3477;3;2;34603;17302;51904
19638;300;115;3144;3;2;25946;0;51892
13556;905;32;1719;3;2;25946;0;51892
4786;851;2;2225;5;4;12973;0;51892
30711;2146;15;2526;4;1;54622;2731;51891
11917;1887;72;2010;3;2;25945;0;51890
8546;1075;6;4090;4;2;28824;5765;51883
38995;2059;40;1820;2;1;51874;0;51874
22389;2039;66;1438;4;3;17288;0;51864
14628;627;117;1504;3;6;8644;0;51864
34734;2044;68;4662;5;3;17285;0;51855
20313;633;72;4326;4;2;25926;0;51852
31485;1248;15;1660;4;1;51835;0;51835
9818;1046;19;2354;2;2;25905;0;51810
31242;1335;78;3038;3;5;10361;0;51805
35436;2090;74;3131;4;3;17266;0;51798
21298;940;4;810;2;3;17265;0;51795
26643;2090;94;4036;5;2;27259;2726;51792
33781;2141;106;4519;4;1;51787;0;51787
38876;267;72;2885;3;2;25893;0;51786
11155;1801;28;4577;2;5;10354;0;51770
10287;971;1;80;2;2;25878;0;51756
14699;456;88;1632;3;1;51755;0;51755
34439;1054;92;1901;2;1;51743;0;51743
21386;878;67;2053;5;4;12932;0;51728
3117;1581;119;4613;2;6;N/A;0;51726
28919;134;98;1279;3;2;34483;17242;51724
2806;2130;51;1029;1;2;25859;0;51718
18765;1911;71;283;1;1;51711;0;51711
31817;1327;15;1493;5;1;51708;0;51708
20869;1881;8;1421;5;1;51705;0;51705
23696;1063;30;3175;5;4;12923;0;51692
32895;303;54;3940;3;10;5441;2720;51690
9232;276;51;4201;3;2;25844;0;51688
15800;276;7;1076;3;3;20268;9121;51683
14738;1920;8;207;3;1;51680;0;51680
16337;775;34;2441;4;5;10336;0;51680
4271;1381;79;1620;2;2;25836;0;51672
33205;16;35;936;3;6;8612;0;51672
520;342;4;3879;3;3;18127;2719;51662
